,GSM3319036_Ovary Normal_eHormones,GSM3319036_Ovary Normal_eStromal,GSM3319040_Ovary Normal_eStromal,GSM3319041_Ovary Normal_eHormones,GSM3319041_Ovary Normal_eStromal,GSM3319042_Ovary Normal_eStromal,GSM3319043_Ovary Normal_eHormones,GSM3319043_Ovary Normal_eStromal,GSM3557960_Ovary Normal_eStromal,GSM3557970_Ovary Normal_eStromal,GSM3557971_Ovary Normal_eHormones,GSM3557972_Ovary Normal_eHormones,GSM3557973_Ovary Normal_eHormones,GSM4568674_Fallopian Tube Normal_secretory cell,GSM4568675_Fallopian Tube Normal_ciliated epithelial cell,GSM4568675_Fallopian Tube Normal_secretory cell,GSM4568676_Fallopian Tube Normal_ciliated epithelial cell,GSM4568676_Fallopian Tube Normal_secretory cell,GSM4568677_Fallopian Tube Normal_secretory cell,GSM4568678_Fallopian Tube Normal_ciliated epithelial cell,GSM4568678_Fallopian Tube Normal_secretory cell,GSM4568679_Fallopian Tube Normal_ciliated epithelial cell,GSM4568679_Fallopian Tube Normal_secretory cell,GSM4568681_Fallopian Tube Normal_ciliated epithelial cell,GSM4568681_Fallopian Tube Normal_secretory cell,GSM4568682_Fallopian Tube Normal_ciliated epithelial cell,GSM4568682_Fallopian Tube Normal_secretory cell,GSM4568684_Fallopian Tube Normal_ciliated epithelial cell,GSM4568684_Fallopian Tube Normal_secretory cell,GSM4568685_Fallopian Tube Normal_ciliated epithelial cell,GSM4568685_Fallopian Tube Normal_secretory cell,GSM4675273_Cancer,GSM4675277_Cancer,ov_GSE184880_GSM5599224_Ovary Normal_eHormones,ov_GSE184880_GSM5599225_Cancer,ov_GSE184880_GSM5599226_Cancer,ov_GSE184880_GSM5599230_Cancer,ov_GSE184880_GSM5599231_Cancer,ov_GSE213243_GSM6576367_Cancer,pan_blue_hgstoc_SOL012_Cancer,pan_blueprint_ovary_scrSOL004_Cancer
NLN,0.20357211,0.05254951,0.09710273,0.16573441,0.05673842,0.052484583,0.20445687,0.10027115,0.13929145,0.16675578,0.20863743,0.20323533,0.23504253,0.04416679,0.053534724,0.03785579,0.040033896,0.026910516,0.030649008,0.023912434,0.07330545,0.0047927685,0.11090589,0.019400356,0.025052631,0.0029404871,0.08385562,0.015831806,0.052693825,0.07950361,0.035232544,0.10636146,0.015808804,0.22143859,0.09795925,0.10669035,0.113989316,0.104737654,0.15094545,0.05705607,0.2087318
AK6,0.5337448,1.1341188,2.167396,1.000596,2.5106747,1.8984635,0.6798155,1.5603807,2.332886,2.4069707,0.92763966,0.6386777,1.032022,0.30826062,0.7764801,0.36205393,0.37425593,0.3590093,0.7286403,0.5462001,0.27986038,0.74721074,0.49503165,0.6420712,0.35719055,0.79926217,0.47126585,0.65932405,0.52793866,0.75426966,0.7173209,0.41586703,0.25010848,0.85586107,0.12147634,0.4367718,0.24122626,0.15505502,0.17600258,0.41879776,0.47200242
ENC1,0.7474055,3.4780014,1.6655827,0.07044378,1.4687713,1.90531,0.33298054,1.7645551,3.0840917,2.6115532,0.05365514,1.2274473,0.060069446,0.035560682,0.025680011,0.01832086,0.042520307,0.035301194,0.017382678,0.018474555,0.013641605,0.011208294,0.03850065,0.018132187,0.0,0.0067131473,0.0,0.0687581,0.03700015,0.03146604,0.029476164,0.48586485,0.07724129,0.40817434,0.078516565,0.08203704,0.2460924,0.65223306,0.21142893,0.093116246,1.4751245
AGGF1,0.42498842,0.14049032,0.14070001,0.3222229,0.18529925,0.27020505,0.4085176,0.111348905,0.18980567,0.19598246,0.39413303,0.33744073,0.45973226,0.07352067,0.102628745,0.1586431,0.07940133,0.08150481,0.061938316,0.113469355,0.09433891,0.19353674,0.10836064,0.12567794,0.12539215,0.14104818,0.060481902,0.08626003,0.027012331,0.0666258,0.040991757,0.06760028,0.070644274,0.28028667,0.1742614,0.28923148,0.21207933,0.20802091,0.06624512,0.23152319,0.29256675
ETF1,0.5574287,3.1980407,3.3491528,0.5157345,3.2137575,1.9356759,0.39233556,1.3325299,4.418784,4.240659,0.27606618,0.44841987,0.43099302,0.3862965,0.5781257,0.32585585,0.5003613,0.4849166,0.42475453,0.7281934,0.7520264,0.5288911,0.75088036,0.57291675,0.6491285,0.4776289,0.83459353,0.730957,0.5334491,0.5625651,0.48260337,0.5233129,0.7384021,0.64704186,0.6142982,1.155372,0.62161773,0.603635,0.40999496,0.40132236,0.36008176
RNF14,0.3787923,0.21394067,0.32150087,0.3878976,0.22229819,0.21919842,0.46923947,0.27575594,0.27817798,0.32290262,0.46448198,0.36040577,0.48599514,0.1625656,0.1901563,0.21592882,0.2513857,0.16638552,0.074497975,0.22345254,0.16438307,0.21689607,0.11916319,0.21756104,0.20214503,0.21589337,0.113754,0.22607979,0.11748988,0.15724199,0.13474652,0.12531643,0.34417027,0.4104079,0.15856557,0.3678815,0.20365547,0.18629447,0.20404178,0.14747654,0.28976172
GNPDA1,0.27433103,0.1470127,0.12868328,0.40400702,0.11388098,0.10408405,0.38551423,0.23118372,0.21046342,0.16455628,0.37909573,0.34217933,0.39651915,0.09100194,0.0007692469,0.060163982,0.06273969,0.024223927,0.06514189,0.038906302,0.13296477,0.09183043,0.11388245,0.05106506,0.06658666,0.06539268,0.13060394,0.05011527,0.13465194,0.17811544,0.0930769,0.3881537,0.29849035,0.2113447,0.22436628,0.7940975,0.2665651,0.2118371,0.6814578,0.45847774,0.43833432
ARHGAP26,0.044289444,0.075919166,0.1435582,0.0068481374,0.24936657,0.22831325,0.013620994,0.07273975,0.020470057,0.09189923,0.028175863,0.022839917,0.019683188,1.4565744,0.20751454,1.496542,0.22117348,1.370524,1.2956213,0.38369146,2.122435,0.3290747,1.6279466,0.36044726,1.9113133,0.3625318,1.7940518,0.590388,1.5994657,0.35810244,0.5486572,0.14108178,0.07852113,0.08991356,0.40140682,0.25809819,0.18119025,0.45761687,1.0217872,0.06000226,0.057356548
RBM22,0.8488856,3.1379614,1.7654537,0.44259974,1.6418202,1.3812082,0.4572443,1.1296626,3.8077445,3.6017127,0.3386638,0.37220547,0.4849489,0.24477234,0.31598228,0.3046157,0.3191783,0.47920844,0.48750773,0.21874072,0.36146158,0.42520276,0.6591299,0.3121558,0.42448306,0.43192422,0.7667243,0.21428168,0.32066956,0.28733042,0.42209777,0.50287884,0.4034867,0.39421576,0.50666565,0.42739764,0.44149202,0.37701833,1.2586925,0.24725991,0.5380696
GEMIN5,0.1131634,0.0789847,0.045998294,0.12206516,0.019208401,0.04483999,0.17563042,0.008589839,0.09960746,0.053814553,0.12693577,0.2547062,0.1441404,0.028767405,0.11157894,0.10184737,0.0657781,0.058143854,0.050338544,0.048531715,0.06361202,0.09870812,0.063140154,0.049197964,0.007981283,0.06247918,0.020222742,0.029230261,0.022057105,0.005904188,0.01717426,0.035578463,0.07936649,0.09837868,0.100515485,0.15194973,0.13754913,0.15491684,0.37114045,0.03319616,0.078124166
SFXN1,0.28778046,0.10602087,0.33068198,0.44863313,0.22391865,0.19177285,0.31134912,0.10003369,0.1443793,0.11600378,0.43197852,0.39556748,0.5458169,0.12793109,0.14809462,0.1514771,0.14836396,0.13463987,0.16999546,0.17106865,0.29469848,0.18432012,0.14151812,0.19513574,0.14794382,0.1500961,0.13527146,0.1673604,0.14499363,0.18182328,0.038339216,0.5626338,0.6834855,0.4622487,0.3708794,0.19567843,0.2062249,0.4143475,0.44714987,0.09039388,0.419284
TSPAN17,0.34524217,0.21498217,0.2142125,0.3303548,0.16866158,0.11545606,0.26358145,0.15411977,0.1671372,0.20754395,0.2855511,0.42303878,0.42717463,0.09308137,0.19236617,0.1214158,0.07328791,0.09320205,0.03138015,0.09639896,0.10180871,0.049665038,0.031770375,0.16019508,0.06776742,0.09983038,0.056043934,0.08566664,0.073211364,0.14837438,0.053352214,0.33992857,0.7037714,0.23633404,0.14438038,0.24234511,0.1786987,0.37258798,0.6266185,0.22912791,0.15830632
NSD1,0.41451815,0.15923493,0.18913963,0.46199194,0.1968273,0.1763761,0.4688267,0.25307405,0.1840618,0.17515123,0.4263894,0.75946766,0.5266744,0.23044522,0.14796074,0.17959861,0.1903777,0.22802186,0.3539503,0.29868498,0.4395213,0.34261534,0.18915606,0.201955,0.26935357,0.27002996,0.37244406,0.13838442,0.17597361,0.18376312,0.08553031,1.22341,0.6708014,0.5206768,1.1504209,0.3635699,0.44525245,1.0845809,1.547154,0.2543768,0.69852746
PRELID1,2.1936498,1.2095232,0.8045959,2.6875856,0.6290064,1.2108661,1.7969627,0.49630153,0.9081225,1.2523056,2.1137307,1.5371164,2.2047732,0.925726,1.319208,1.1253643,0.812293,1.112121,0.13905114,0.89311075,0.96603733,0.149213,0.38167018,0.97313285,1.1897244,0.14225431,0.25721845,1.1561279,1.4911803,0.1719598,0.18420497,3.8519087,8.288294,3.2870774,1.4723495,1.8408761,1.2275507,2.0692353,4.900225,2.4492803,3.5963197
SNRNP48,0.23900142,0.63407296,0.43596148,0.14018334,0.6623892,0.59691864,0.14479046,0.739636,0.29714686,0.36378103,0.09905457,0.18744168,0.0736087,0.08858933,0.11543345,0.08193936,0.15629382,0.12139352,0.16159359,0.09438889,0.16169374,0.15383229,0.07855293,0.08287184,0.022799814,0.16399486,0.09119396,0.10700207,0.02756895,0.1173449,0.07139312,0.26383582,0.2094412,0.2245841,0.25270808,0.12911247,0.25061977,0.21318562,0.08084635,0.10969877,0.32069516
RNF144B,0.022370482,0.005266461,0.031382374,0.0,0.021684138,0.0,0.0,0.0,0.02298932,0.028537484,0.014454246,0.0074227913,0.0,0.31234968,0.04875518,0.30999413,0.06303075,0.29586107,0.22228198,0.068629555,0.38597083,0.024615932,0.186302,0.09544972,0.30176866,0.045976516,0.30142635,0.14263375,0.21352638,0.15176737,0.1146288,0.3917782,0.3593244,0.0,0.19317354,0.29117772,0.33358607,0.26685008,0.7292712,0.08857412,0.42782092
ZSCAN12,0.11900183,0.005789848,0.0,0.04257842,0.011328837,0.0,0.022142803,0.0,0.0,0.015977176,0.050173037,0.13923709,0.03487217,0.01341391,0.017342282,0.0074207843,0.010730895,0.021314368,0.0185894,0.008761571,0.0,0.019419627,0.015875788,0.0,0.0027161164,0.020527724,0.013157243,0.0018664727,0.0,0.023376,0.021048797,0.024913006,0.02469592,0.029512102,0.04538933,0.037552364,0.050668918,0.036908947,0.0019430085,0.01787634,0.010007186
EHMT2,0.36992288,0.2033649,0.15046227,0.20756254,0.110202126,0.19233145,0.31942827,0.103202745,0.20133135,0.21006359,0.27494702,0.5168223,0.34644863,0.21515596,0.07203674,0.1344801,0.15445028,0.14603138,0.05878211,0.2020959,0.08529136,0.17419502,0.1939724,0.11226416,0.12404065,0.14842127,0.12634394,0.0732818,0.03377317,0.06118928,0.062057436,0.448891,0.36414108,0.22553718,0.5265959,0.41111535,0.41619796,0.5513448,0.64330536,0.33147976,0.4601984
LINC01016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046159886,0.0,0.05184405,0.005394164,0.0034257728,0.045338135,0.0009325455,0.042855404,0.0,0.031044975,0.0016795503,0.032076605,0.0009058585,0.10435018,0.0,0.040544964,0.0,0.024454413,0.0,0.0,0.0,0.01490256,0.0,0.0,0.00037334854,0.000118752956,0.00029171357,0.0
HMGA1,0.07545971,0.38222593,0.4312832,0.1421113,0.40725192,0.38955808,0.15739155,0.299644,0.11870969,0.08722803,0.04306766,0.3728938,0.16923012,1.2988349,0.2586462,1.0485125,0.2604773,1.4099824,0.71361494,0.4138648,1.9375561,0.17550732,0.9698009,0.49260733,1.0818083,0.095036305,0.8581443,0.38413554,1.3812723,0.28491408,0.54946256,5.288514,3.5941646,0.1375405,0.6040713,0.8184687,2.59775,2.2590609,1.5087451,1.8477802,2.795461
CPNE5,0.0,0.0055612293,0.0,0.014997767,0.0,0.0,0.0,0.0,0.012150374,0.014115074,0.002304963,0.005578217,0.021017518,0.25557837,0.05827995,0.4598565,0.027309913,0.15451978,0.17934458,0.030665921,0.4275187,0.00689159,0.06631019,0.002440636,0.49575406,0.008542209,0.09461602,0.010153527,0.41719723,0.029595423,0.27918082,0.008575601,0.0073101427,0.031538136,0.022290057,0.013816141,0.0042779823,0.016938059,0.04735365,0.0029567669,0.0
CRISP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2654863,0.01210212,0.50663465,0.004567497,0.064447194,0.15113226,0.006934036,0.45114863,0.033446483,0.6726988,0.03936776,0.3441144,0.04075968,0.43075284,0.008735666,0.20609188,0.017833257,0.10552814,0.0,0.0,0.0,0.0,0.0009759697,0.002647983,0.0,0.00044988093,0.0,0.0
CRISP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.236553,4.8298388,64.47101,1.1890507,11.752119,10.921578,1.4473615,38.567696,0.8869019,16.754183,1.4252864,36.94057,1.2903643,26.390865,1.53535,36.350975,2.2626102,37.977406,0.0,0.014702342,0.0,0.023044063,0.0018007815,0.0,0.004254489,0.0,0.012874347,0.0
KIAA1586,0.2528413,0.06437066,0.06098116,0.25916353,0.095574796,0.047642596,0.3343091,0.12819423,0.116892084,0.18283534,0.41451636,0.33528912,0.32051522,0.013448469,0.029009942,0.07428111,0.03460602,0.058314368,0.021053178,0.06221105,0.07298195,0.07134337,0.020377,0.038326275,0.024979645,0.06663436,0.050380353,0.062023964,0.013075039,0.01700013,0.07164407,0.11513236,0.049996115,0.15870093,0.014564328,0.05725102,0.10829469,0.04117222,0.04731907,0.0044347527,0.2707336
EEF1A1,52.7105,61.666687,37.671165,32.676296,36.838764,35.622726,39.129692,32.098267,41.0294,34.726734,35.571476,70.753456,37.841297,110.60083,48.539616,87.16081,36.46043,95.48835,137.36343,42.50771,76.33685,47.819187,101.24016,46.232086,82.52172,52.43179,122.325035,39.92989,83.657036,48.399197,103.75719,31.16631,31.341772,69.17322,19.8295,44.748444,31.595398,38.047882,45.198463,85.47347,107.69565
COQ3,0.13820967,0.044654794,0.112474985,0.17631932,0.0102853915,0.04101531,0.11526259,0.029199753,0.088448204,0.07042609,0.2092238,0.092369854,0.25011542,0.032317363,0.087326095,0.05510285,0.021446424,0.03158663,0.03279066,0.030227281,0.050429467,0.06871692,0.020720672,0.03718082,0.052022018,0.06921942,0.042841647,0.057399873,0.052343253,0.013464187,0.07932777,0.12851374,0.099799395,0.15070957,0.024669034,0.049909074,0.05155339,0.040936653,0.04871857,0.09032726,0.18671814
PRDM1,0.22027569,1.5530283,2.3179545,0.040291615,2.397447,3.5194864,0.26147363,2.1918435,1.8225944,1.6312132,0.04154519,0.27309847,0.057700813,0.08904377,0.4814433,0.031805594,0.21965118,0.2070368,0.036539663,0.0864533,0.014083593,0.10993312,0.03288619,0.15032099,0.03383495,0.10108218,0.036161266,0.21518458,0.11108047,0.15186322,0.012061998,0.08485351,0.08977832,0.0029476713,0.037690226,0.006071322,0.01049915,0.031426094,0.0083038,0.016647872,0.120112926
DCBLD1,0.15560026,0.11309907,0.042184908,0.18446724,0.082453266,0.01889226,0.0950667,0.03705649,0.08766096,0.08942553,0.17313296,0.11874825,0.21274357,0.07880389,0.054278784,0.094059795,0.045993872,0.111415274,0.035729226,0.014511588,0.06918675,0.019095847,0.045197316,0.004872172,0.08142841,0.018855797,0.03731915,0.028401418,0.016655546,0.0059112995,0.0028595824,0.08411897,0.07016577,0.22701684,0.066052265,0.05666062,0.066549405,0.061667014,0.17673834,0.06767573,0.028525753
RNF146,0.49756187,0.09594871,0.20489967,0.63285017,0.1934306,0.13856998,0.81927884,0.38066497,0.15476647,0.20523457,0.828414,0.6615808,0.6895671,0.16944751,0.22478421,0.22562642,0.19899093,0.1646662,0.18755253,0.25464857,0.17404036,0.37617263,0.16467556,0.38672882,0.15558958,0.443997,0.16213602,0.39825523,0.10558915,0.23197229,0.24641645,0.16365394,0.13148992,0.38736042,0.10567409,0.43755084,0.223683,0.14809544,0.23527806,0.28480703,0.5583547
PPIL4,0.38426507,0.73822546,0.95804286,0.591089,0.970786,0.7681126,0.48145494,0.9923674,1.102144,1.3779439,0.42114246,0.25979078,0.5432342,0.18223627,0.53421324,0.18539445,0.47277117,0.24701045,0.36462054,0.40536547,0.18880753,0.6596782,0.3940527,0.5708292,0.33862886,0.6289437,0.56020397,0.5439094,0.36587438,0.53123856,0.1830753,0.3406025,0.15739045,0.20454939,0.20590816,0.23394583,0.48563877,0.22041391,0.5369868,0.2121827,0.4796498
PPP1R14C,0.0,0.019721156,0.013488201,0.0987731,0.03830521,0.1474029,0.03165944,0.0,0.075404,0.083460055,0.015856309,0.08147592,0.096955836,0.056926593,0.95124656,0.12332085,0.54988116,0.064334035,0.06580962,0.70399195,0.109157495,0.6514149,0.06925037,0.98657423,0.17217298,0.6575018,0.14721814,0.9717672,0.20448479,0.87615246,0.01464167,0.02043457,0.029484771,0.048970975,0.034126535,0.024711424,0.403,0.07078985,0.17297435,0.11695315,0.06808983
CCDC170,0.0,0.02099123,0.092751384,0.026295487,0.01036892,0.04127044,0.053473726,0.023121089,0.0688705,0.06949284,0.024229387,0.005603337,0.040820237,0.39752126,3.0355437,0.3692514,3.9134734,0.28499657,0.2543496,3.3727877,0.6312765,4.0525928,0.37277794,3.4578612,0.2645399,3.8043897,0.35460675,3.7123485,0.18414871,2.8803623,0.3596096,0.018806824,0.026650742,0.0,0.22900356,0.23314737,0.014065725,0.022185886,1.4843638,0.015850818,0.0
ESR1,0.2734507,0.22302999,0.1545485,0.19172937,0.22544815,0.2382201,0.19775699,0.36213982,0.081864275,0.045652248,0.33252496,0.17498909,0.119683735,0.972647,0.56453156,1.0031277,0.3967347,1.0749103,1.2465401,0.5659751,0.9221715,0.40654254,1.105203,0.4030976,0.98340356,0.4284379,0.9039796,0.58966154,0.65017366,0.62722844,0.68353367,0.29017788,0.006027801,0.040732622,0.73913157,0.6106487,0.030424632,0.9821786,1.1612972,0.28177086,0.0
IPCEF1,0.02057179,0.007792891,0.0,0.0,0.0,0.0,0.0025696096,0.0,0.005646147,0.0,0.015774494,0.028365644,0.0,0.060839254,0.009278332,0.25229862,0.008127915,0.06247195,0.11872188,0.032260835,0.12884004,0.030400163,0.11140931,0.025833707,0.053054,0.016383423,0.07148358,0.033297833,0.14243993,0.0026263024,0.05378673,0.038486723,0.008723485,0.0,0.012035792,0.006783405,0.0012752606,0.035292383,0.012184419,0.005459987,0.0
DYNLT1,1.329469,1.3102406,1.2804749,3.6273124,0.9619579,1.0302091,2.3639174,1.0900124,1.6426874,2.6046991,2.998826,1.5686394,4.488714,0.9714375,8.107469,2.210732,4.6138105,0.66415966,1.1171008,6.3083777,1.536338,6.4499564,1.1532145,8.148501,1.6484033,6.664644,1.3166537,8.883441,2.7736845,9.965359,1.78926,1.5460366,1.2231311,3.25358,0.7107867,1.3286031,0.93518984,0.8245667,1.7434511,1.8775284,3.765062
EZR,0.5438035,1.569827,3.3893495,0.7812035,3.3802872,2.0743158,0.45742208,1.3948982,4.063123,3.4293954,0.5577867,0.3231123,1.0232434,2.1744888,5.5098796,1.0066423,5.5981326,2.5278704,2.1663847,6.1211348,4.9767942,7.045398,5.3916373,6.0196896,2.9521954,6.3483567,3.9918365,8.023879,2.8684607,6.341503,2.2237325,2.436694,2.1589704,1.0585476,0.711536,0.5371498,1.658634,0.9890545,2.558106,0.73514974,1.0951627
RSPH3,0.085964486,0.042263787,0.046262868,0.05995442,0.014817327,0.0,0.07322624,0.037530668,0.029653488,0.042477094,0.01878845,0.0909195,0.081000045,0.19123022,0.44235635,0.22141603,0.95899516,0.25584802,0.11511475,0.66237104,0.20364146,0.95252293,0.16679433,0.5246161,0.06262697,0.95440924,0.13682376,0.72597367,0.10775158,0.7069551,0.18221799,0.14458469,0.110759,0.31501967,0.2160648,0.123154975,0.13065358,0.26001132,0.41833246,0.095228836,0.14732221
TCP1,2.1536257,9.0009365,7.028064,1.2768832,7.4476013,5.9554644,1.3657277,7.4775105,7.3459077,7.6547785,1.2230175,1.2419595,2.323073,1.0498915,1.4712013,0.76069224,1.1317276,0.7565184,0.7339934,1.2443864,1.1337495,1.2299341,0.97178555,1.1169086,1.3668741,1.2615589,1.0602429,1.1244698,0.95380366,0.9883844,0.7504963,0.89873344,0.8884208,1.6079385,0.8043135,0.8139534,0.83691555,0.74658453,0.4900772,0.8032206,2.5974205
MRPL18,1.4467788,5.672755,11.79838,1.5071347,11.598848,8.200958,1.5454153,14.916583,4.9299593,6.2302594,0.8081459,0.6083131,1.216732,1.0672663,1.6035887,0.8292097,1.2354833,0.68315566,1.1807547,1.4513543,0.9571549,1.5384974,1.0837328,1.3185347,1.6322324,1.5816436,0.9846732,1.5278512,0.9137275,1.4045235,0.8076127,0.8064548,0.974255,1.7600945,0.4206611,0.81998533,0.6032429,0.6246913,0.55912113,0.63129187,0.95210093
ADCYAP1R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027388842,0.0,0.0,0.0,0.0,0.25718418,0.009225927,0.17520408,0.0046305,0.07881378,0.16396046,0.00403193,0.4475694,0.004731806,0.11670354,0.0074496795,0.17287207,0.0026231436,0.19884723,0.010349619,0.10967267,0.064202994,0.055257883,0.0,0.0,0.0,0.0004541339,0.0005493716,0.00038057566,0.011334812,0.07921009,0.0026498255,0.0
FIGNL1,0.07710693,0.041043993,0.037984435,0.16777156,0.018835513,0.01889226,0.1312804,0.0,0.040563606,0.014696489,0.058545757,0.19810073,0.11319752,0.07906251,0.009730973,0.025388379,0.022072185,0.03445909,0.04459257,0.02627956,0.02832414,0.039760545,0.029878585,0.022637969,0.029902231,0.02968213,0.028648598,0.0127583025,0.023536824,0.06256109,0.014014659,0.13994895,0.16447788,0.082235105,0.0670121,0.027248785,0.07223878,0.109172866,0.097072,0.016128967,0.20637679
LIMK1,0.2765883,0.090288565,0.079822235,0.12332509,0.038083844,0.0,0.13826613,0.02691697,0.061486714,0.06363973,0.26581118,0.2506135,0.17471057,0.048976343,0.0006923623,0.025265343,0.021629952,0.030047456,0.020328702,0.041055564,0.035394795,0.015564996,0.056707673,0.01376728,0.060064264,0.027116923,0.08532452,0.0381869,0.027078245,0.013410657,0.012951472,0.06900878,0.082167156,0.18722133,0.18419388,0.13812517,0.26528558,0.16508684,0.05845291,0.07043719,0.117254
FGL2,0.0,0.0,0.0,0.0,0.0,0.0,0.010826158,0.0,0.0,0.012963357,0.0061200466,0.081451826,0.006145781,0.17115605,0.03015352,0.36454162,0.042767078,0.07479608,0.10758118,0.04318669,0.7452996,0.05428736,0.22023042,0.024028024,0.48126835,0.041489303,0.42478934,0.076653756,0.15064397,0.027635358,0.21629581,0.24852808,0.032200575,0.0,0.06253345,0.0061230413,0.0074326387,0.0053380122,0.0054752105,0.015364307,0.41361207
ZNF394,0.26004866,0.4500133,1.002136,0.15003134,0.7748375,0.6978732,0.17269354,0.44948268,0.9628532,0.6147287,0.19580112,0.10853279,0.12493101,0.12903795,0.23679511,0.13597335,0.13087484,0.18014304,0.15922081,0.15009183,0.2794637,0.19465469,0.24518517,0.31705794,0.22470966,0.16835721,0.26066032,0.20995812,0.22122465,0.21223727,0.1670501,0.1614203,0.21887897,0.23178755,0.2725466,0.21316093,0.34860957,0.23766512,0.34168413,0.23756756,0.17175461
AP1S1,1.0497237,0.6401048,0.23120548,1.1652633,0.3156441,0.23979841,1.1041948,0.3945751,0.5555717,0.6150584,1.7092961,1.0562878,1.9566286,0.19773856,0.49866426,0.55097824,0.20222293,0.21539874,0.31337425,0.2810869,0.3245326,0.24352492,0.31113783,0.18918288,0.26896286,0.23753373,0.35767478,0.26685023,0.36113966,0.4239128,0.58978254,0.6425163,0.6700697,0.6524902,0.40390697,0.5782955,0.74730074,0.71185803,0.97201693,0.97713935,0.74134624
HBP1,0.4035877,0.7234573,1.7681522,0.20219232,1.7001268,1.4829556,0.442413,1.7348331,1.4530174,1.4997165,0.23671792,0.22394276,0.20609614,0.28486073,0.55627704,0.4005228,0.32127437,0.42312783,0.47509688,0.4709491,0.42277536,0.42045572,0.58918,0.3714299,0.4474631,0.38594458,0.49295783,0.4882615,0.512546,0.30232012,0.54147583,0.32174355,0.5162476,0.15065618,0.38457602,0.29675964,0.4172464,0.6424748,0.54303294,0.4215999,0.35047436
AC004888.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08400483,0.0027491425,0.053497784,0.009535971,0.063539885,0.030894922,0.0011255974,0.04916255,0.0003501792,0.10310332,0.00080903916,0.109129444,0.0034020778,0.09443959,0.0043193866,0.09452187,0.0,0.04222908,0.021449363,0.080394864,0.0,0.0,0.0,0.0,0.0,0.022340737,0.0,0.0
ING3,0.36448586,1.1952927,1.1890984,0.43315545,1.1956414,1.3091363,0.37979934,0.9885431,1.468663,1.5093799,0.35123125,0.32354605,0.32418084,0.26053163,0.24229535,0.21453094,0.27833262,0.22952887,0.20765625,0.25946066,0.084632054,0.23097846,0.40869975,0.35306466,0.22588061,0.23094034,0.2454463,0.3041665,0.292013,0.11248399,0.19388439,0.6344801,0.16602682,0.21731097,0.24101509,0.28774756,0.15603296,0.2900776,0.19443347,0.23077977,0.15340367
WASL,0.2817172,0.5961228,1.2238228,0.24233487,0.8445781,0.8501593,0.48572984,0.58844167,0.48672885,0.6164458,0.19060954,0.4396319,0.20795077,0.22223462,0.3718253,0.378493,0.3062397,0.32535076,0.26173478,0.4381336,0.44195274,0.3767447,0.30626613,0.4694489,0.2144199,0.39181715,0.32454744,0.41098297,0.38989088,0.3697075,0.37949353,0.26621613,0.20577994,0.39482147,0.52702254,1.2453558,0.25512016,0.6326348,1.139995,0.31395024,0.14928097
IMPDH1,0.46743062,0.23342094,0.17804462,0.33282003,0.17051542,0.1955535,0.28820923,0.14149238,0.1632688,0.19906743,0.5667557,0.5263461,0.41436228,0.08756074,0.013957094,0.054276224,0.05460046,0.061302394,0.008440428,0.08604365,0.039902437,0.039582137,0.035391435,0.085786775,0.22212875,0.059056934,0.0078078164,0.07102739,0.06663624,0.0,0.0,0.25285345,0.032715626,0.3668116,0.23514962,0.44500017,0.32533053,0.10246525,0.10824246,0.14041136,0.14853212
SLC35B4,0.29554334,0.11374893,0.10026151,0.19109932,0.050277095,0.04067732,0.12386702,0.12086864,0.097197264,0.07839931,0.25697148,0.30217233,0.16434936,0.044921193,0.03090278,0.057433408,0.05332263,0.05473727,0.0071434663,0.06991345,0.022349581,0.04982485,0.04053522,0.08392592,0.06327397,0.03592015,0.073686965,0.068289764,0.0011615333,0.11997341,0.0050266325,0.13784686,0.17583,0.17132427,0.046134632,0.16450271,0.05678734,0.07451407,0.117729634,0.07270221,0.22697413
PRSS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038382988,0.0013639478,0.09002093,0.0012832932,0.0115518095,0.008728981,0.0015569369,0.0035926565,0.0,0.005695373,0.0,0.03400147,0.00019460228,0.0075941784,0.0,0.0065108365,0.0,0.00453519,0.018341549,0.09456736,0.0,0.028038587,0.83936626,0.039939,0.36763397,0.10857504,1.2659767,0.0
EZH2,0.32741693,1.1440135,0.8436048,0.503103,1.227633,0.87536716,0.28595775,0.7566538,1.0090945,1.2343876,0.4264923,0.4178506,0.65220934,0.24202153,0.09159462,0.05110292,0.12908323,0.22063938,0.114899136,0.03978092,0.1842563,0.027290706,0.18230593,0.060828153,0.11993306,0.052655775,0.08701267,0.07937751,0.044733256,0.019517096,0.016943753,0.550322,0.22044685,0.22317232,0.18852544,0.24449106,0.19724618,0.37147993,0.5420216,0.11615208,0.44343233
